approach,39.0,58.0,4.0,0.0,
arby,90.0,10.0,0.0,0.0,
arc,0.0,0.0,0.0,0.0,
archaeological,0.0,0.0,0.0,0.0,
are,0.0,0.0,0.0,0.0,
arnett,72.0,21.0,4.0,0.0,
arrangements for 74,0.0,0.0,0.0,0.0,
arriving,0.0,0.0,0.0,0.0,
art biennale,9.0,10.0,2.0,0.0,
art,0.0,0.0,0.0,0.0,
artfully,0.0,0.0,0.0,0.0,
as noted,0.0,0.0,0.0,0.0,
as,0.0,0.0,0.0,0.0,
at,0.0,0.0,0.0,0.0,
august,0.0,0.0,0.0,0.0,
australia,22.0,15.0,30.0,0.0,
author,0.0,0.0,0.0,0.0,
averaged,0.0,0.0,0.0,0.0,
away,17.0,17.0,9.0,0.0,
bar,14.0,0.0,2.0,0.0,
barack obama in october,0.0,0.0,0.0,0.0,
barack obama,176.0,2.0,0.0,0.0,
based products,0.0,5.0,0.0,0.0,
be,0.0,0.0,0.0,0.0,
beast,0.0,0.0,0.0,0.0,
beautiful and handsome to me,0.0,0.0,0.0,0.0,
because,0.0,0.0,0.0,0.0,
become a great,2.0,0.0,0.0,0.0,
been,0.0,0.0,0.0,0.0,
before,0.0,0.0,0.0,0.0,
bel,0.0,0.0,0.0,0.0,
best,23.0,9.0,4.0,0.0,
beth ostrosky,1.0,0.0,0.0,0.0,
between the following,0.0,0.0,0.0,0.0,
between,0.0,0.0,0.0,0.0,
biennale,120.0,78.0,5.0,0.0,
big on my hand,0.0,0.0,0.0,0.0,
blasts on wednesday,0.0,0.0,0.0,0.0,
blaze at the chemical,0.0,0.0,0.0,0.0,
blew in,0.0,0.0,1.0,0.0,
blew,137.0,3.0,4.0,0.0,
blog post,4.0,4.0,0.0,0.0,
blog,0.0,0.0,0.0,0.0,
blogging and editing,0.0,0.0,0.0,0.0,
board a seine,0.0,0.0,0.0,0.0,
board for the most mysterious,0.0,0.0,0.0,0.0,
board,15.0,29.0,5.0,0.0,
bodies while hundreds,0.0,0.0,0.0,0.0,
brazil,12.0,3.0,163.0,0.0,
brew,0.0,0.0,0.0,0.0,
brilliant,57.0,56.0,43.0,0.0,
brin,0.0,0.0,0.0,0.0,
bringing,0.0,0.0,0.0,0.0,
brings,177.0,8.0,2.0,0.0,
brown,104.0,2.0,4.0,0.0,
bruce,141.0,6.0,23.0,0.0,
bump,0.0,0.0,0.0,0.0,
business,0.0,0.0,0.0,0.0,
businesses,0.0,0.0,0.0,0.0,
bustling port,0.0,0.0,0.0,0.0,
but i love,6.0,1.0,0.0,0.0,
but,0.0,0.0,0.0,0.0,
buzzing,0.0,0.0,0.0,0.0,
by,0.0,0.0,0.0,0.0,
cake,0.0,0.0,0.0,0.0,
calif.,0.0,0.0,0.0,0.0,
california,60.0,22.0,40.0,0.0,
can,0.0,0.0,0.0,0.0,
cancan,16.0,34.0,1.0,0.0,
capacity,212.0,61.0,0.0,0.0,
career writing,0.0,0.0,0.0,0.0,
career,0.0,0.0,0.0,0.0,
cargo,0.0,0.0,0.0,0.0,
cars,0.0,0.0,0.0,0.0,
cast,0.0,0.0,0.0,0.0,
casting already,0.0,0.0,0.0,0.0,
casting,11.0,46.0,0.0,0.0,
casual,0.0,0.0,0.0,0.0,
caused the terrifying,0.0,0.0,0.0,0.0,
celeb,0.0,0.0,0.0,0.0,
celebration,80.0,36.0,1.0,0.0,
ceo of google,0.0,0.0,0.0,0.0,
ceo paul,11.0,0.0,0.0,0.0,
certainly,177.0,6.0,2.0,0.0,
challenge,0.0,0.0,0.0,0.0,
chances in 2016,0.0,0.0,0.0,0.0,
change its structure,0.0,0.0,0.0,0.0,
change,17.0,33.0,7.0,0.0,
character,3.0,6.0,2.0,0.0,
characters,55.0,11.0,0.0,0.0,
charred vehicles,0.0,0.0,0.0,0.0,
charred,121.0,3.0,2.0,0.0,
cheek,0.0,0.0,0.0,0.0,
chemicals,149.0,5.0,0.0,0.0,
china,8.0,3.0,203.0,0.0,
churches,118.0,101.0,10.0,0.0,
cities in the world,2.0,0.0,0.0,0.0,
city that seems,0.0,0.0,0.0,0.0,
climate,138.0,54.0,2.0,0.0,
clue,100.0,25.0,2.0,0.0,
co - founder,0.0,0.0,0.0,0.0,
co - founders,0.0,0.0,0.0,0.0,
co,0.0,0.0,0.0,0.0,
collection,0.0,0.0,0.0,0.0,
combining,12.0,11.0,0.0,0.0,
come,0.0,0.0,0.0,0.0,
comedy central ’ s,0.0,0.0,0.0,0.0,
coming to westeros,0.0,0.0,0.0,0.0,
coming,0.0,0.0,0.0,0.0,
commit,12.0,0.0,0.0,0.0,
company that unloads,0.0,0.0,0.0,0.0,
company,82.0,67.0,22.0,0.0,
competed,1.0,2.0,0.0,0.0,
concise,156.0,20.0,0.0,0.0,
confident than ever,0.0,0.0,0.0,0.0,
confirm,0.0,0.0,0.0,0.0,
confronted,27.0,1.0,0.0,0.0,
congress how to vote,0.0,0.0,0.0,0.0,
congress votes,0.0,0.0,0.0,0.0,
contemporary art,11.0,34.0,11.0,0.0,
cool,7.0,6.0,2.0,0.0,
costarred,0.0,0.0,0.0,0.0,
could,0.0,0.0,0.0,0.0,
count,0.0,0.0,0.0,0.0,
courtyards and gardens,0.0,0.0,0.0,0.0,
cozy nooks,0.0,0.0,0.0,0.0,
craft,3.0,10.0,0.0,0.0,
critic,2.0,10.0,0.0,0.0,
critical,0.0,0.0,0.0,0.0,
criticism,0.0,0.0,0.0,0.0,
crowded hospitals,0.0,0.0,0.0,0.0,
current,0.0,0.0,0.0,0.0,
daily,40.0,8.0,5.0,0.0,
daunting,46.0,1.0,0.0,0.0,
days,27.0,11.0,18.0,0.0,
dead,75.0,3.0,13.0,0.0,
deadline,0.0,0.0,0.0,0.0,
deadwood,197.0,5.0,6.0,0.0,
deal,8.0,4.0,2.0,0.0,
deciding,0.0,0.0,0.0,0.0,
deck,10.0,12.0,4.0,0.0,
delegation,187.0,34.0,0.0,0.0,
delicious,0.0,0.0,0.0,0.0,
democratic congressional,0.0,1.0,0.0,0.0,
democratic,2.0,12.0,168.0,0.0,
despite that opening,0.0,0.0,0.0,0.0,
despite,0.0,0.0,0.0,0.0,
destinations in europe,0.0,0.0,0.0,0.0,
details about mcshane,0.0,0.0,0.0,0.0,
details,0.0,0.0,0.0,0.0,
devastation,363.0,7.0,1.0,0.0,
devoted,210.0,24.0,2.0,0.0,
dialogue,0.0,0.0,0.0,0.0,
did,0.0,0.0,0.0,0.0,
dine,0.0,0.0,0.0,0.0,
dinner cruise,8.0,4.0,10.0,0.0,
dinner in paris,0.0,0.0,0.0,0.0,
dinner,97.0,6.0,46.0,0.0,
directly advise,0.0,0.0,0.0,0.0,
directly from each,0.0,0.0,0.0,0.0,
discover,16.0,17.0,16.0,0.0,
dive,0.0,0.0,0.0,0.0,
do,0.0,0.0,0.0,0.0,
doesn ’ t tell,0.0,0.0,0.0,0.0,
donald j.trump,1.0,0.0,0.0,0.0,
donald,92.0,1.0,1.0,0.0,
donate blood in the wilting,0.0,0.0,0.0,0.0,
donate blood,43.0,30.0,0.0,0.0,
draw,0.0,0.0,0.0,0.0,
driverless,0.0,0.0,0.0,0.0,
during,0.0,0.0,0.0,0.0,
each other,194.0,26.0,0.0,0.0,
each question,0.0,0.0,0.0,0.0,
each,92.0,28.0,0.0,0.0,
earlier reports,0.0,0.0,0.0,0.0,
earlier,116.0,3.0,0.0,0.0,
easily,0.0,0.0,0.0,0.0,
editing for the early,0.0,0.0,0.0,0.0,
eiffel tower and seine,0.0,0.0,0.0,0.0,
eiffel,59.0,26.0,14.0,0.0,
eight,0.0,0.0,0.0,0.0,
elegant seating,2.0,0.0,0.0,0.0,
elegant,18.0,8.0,3.0,0.0,
ellen degeneres,81.0,5.0,0.0,0.0,
emily blunt,209.0,0.0,0.0,0.0,
empty heart in the centre,0.0,0.0,0.0,0.0,
enchant,24.0,0.0,0.0,0.0,
end,15.0,7.0,21.0,0.0,
ended his 16,0.0,0.0,0.0,0.0,
energy,0.0,0.0,0.0,0.0,
engagement,141.0,32.0,1.0,0.0,
engineering,0.0,0.0,0.0,0.0,
enjoy,18.0,39.0,8.0,0.0,
enormous,111.0,15.0,0.0,0.0,
enough,0.0,0.0,0.0,0.0,
ensemble,0.0,0.0,0.0,0.0,
episode run,0.0,0.0,0.0,0.0,
episode,124.0,7.0,0.0,0.0,
episodes,0.0,0.0,0.0,0.0,
essos or somewhere,0.0,0.0,0.0,0.0,
essos,71.0,0.0,3.0,0.0,
even anywhere,0.0,0.0,0.0,0.0,
even,30.0,0.0,8.0,0.0,
ever,0.0,0.0,0.0,0.0,
every,0.0,0.0,0.0,0.0,
everything,43.0,9.0,4.0,0.0,
exclusively,0.0,0.0,0.0,0.0,
expected,81.0,6.0,0.0,0.0,
experts,0.0,0.0,0.0,0.0,
explained,0.0,0.0,0.0,0.0,
explosions,50.0,21.0,6.0,0.0,
exquisite city,0.0,0.0,0.0,0.0,
facades and famous,0.0,0.0,0.0,0.0,
facades,134.0,26.0,0.0,0.0,
family,29.0,18.0,6.0,0.0,
fans of his work,0.0,0.0,0.0,0.0,
fans,0.0,0.0,0.0,0.0,
fantasy sensation,0.0,0.0,0.0,0.0,
fantasy,23.0,32.0,6.0,0.0,
fatalities,0.0,0.0,0.0,0.0,
feel gaudy,0.0,0.0,0.0,0.0,
feel,0.0,0.0,0.0,0.0,
felt,41.0,5.0,0.0,0.0,
festooned,0.0,0.0,0.0,0.0,
fiancé,0.0,0.0,0.0,0.0,
fielded questions,0.0,0.0,0.0,0.0,
fielded,0.0,0.0,0.0,0.0,
filled,175.0,26.0,2.0,0.0,
films kung,0.0,0.0,0.0,0.0,
films,9.0,22.0,1.0,0.0,
final,31.0,4.0,0.0,0.0,
firefighters who had responded,0.0,0.0,0.0,0.0,
first 17,0.0,0.0,0.0,0.0,
first romantically,0.0,0.0,0.0,0.0,
fitting,133.0,18.0,0.0,0.0,
five straight,10.0,0.0,0.0,0.0,
flanked,7.0,0.0,0.0,0.0,
flattened,0.0,0.0,0.0,0.0,
floor of the eiffel,0.0,0.0,0.0,0.0,
floor,27.0,9.0,2.0,0.0,
flying,17.0,14.0,4.0,0.0,
food markets,1.0,11.0,0.0,0.0,
food,0.0,0.0,0.0,0.0,
for,0.0,0.0,0.0,0.0,
form,0.0,0.0,0.0,0.0,
former,0.0,0.0,0.0,0.0,
founder,15.0,9.0,0.0,0.0,
four,10.0,5.0,13.0,0.0,
fourth appearance,0.0,0.0,0.0,0.0,
from,0.0,0.0,0.0,0.0,
front of more,0.0,0.0,0.0,0.0,
frontier,0.0,0.0,0.0,0.0,
fu panda,118.0,1.0,0.0,0.0,
fu,0.0,0.0,0.0,0.0,
funny,0.0,0.0,0.0,0.0,
future about what the world,0.0,0.0,0.0,0.0,
game,0.0,0.0,0.0,0.0,
gem,0.0,0.0,0.0,0.0,
get,0.0,0.0,0.0,0.0,
gig,14.0,1.0,3.0,0.0,
glass,39.0,11.0,9.0,0.0,
gold,0.0,0.0,0.0,0.0,
golden stone,178.0,15.0,0.0,0.0,
golden,31.0,12.0,22.0,0.0,
google has become,0.0,0.0,0.0,0.0,
google,15.0,47.0,9.0,0.0,
got,0.0,0.0,0.0,0.0,
grandiose palaces,0.0,0.0,0.0,0.0,
grandiose,216.0,47.0,5.0,0.0,
great neighbourhood,0.0,0.0,0.0,0.0,
greets,0.0,0.0,0.0,0.0,
growing,125.0,29.0,2.0,0.0,
guest list included,0.0,0.0,0.0,0.0,
guests were told,0.0,0.0,0.0,0.0,
guests,161.0,0.0,1.0,0.0,
gushed,19.0,0.0,0.0,0.0,
had,0.0,0.0,0.0,0.0,
hand,5.0,4.0,0.0,0.0,
happy,0.0,0.0,0.0,0.0,
hardly,0.0,0.0,0.0,0.0,
has,0.0,0.0,0.0,0.0,
have,0.0,0.0,0.0,0.0,
having fun in vegas,0.0,0.0,0.0,0.0,
hawaii in 2008,0.0,0.0,0.0,0.0,
hawaii,13.0,14.0,68.0,0.0,
hbo for a role,0.0,0.0,0.0,0.0,
hbo,19.0,19.0,2.0,0.0,
he doesn,6.0,1.0,0.0,0.0,
he,0.0,0.0,0.0,0.0,
head,18.0,5.0,18.0,0.0,
headlong,83.0,12.0,0.0,0.0,
heat,11.0,2.0,0.0,0.0,
her,0.0,0.0,0.0,0.0,
here,4.0,2.0,2.0,0.0,
high,0.0,0.0,0.0,0.0,
him,0.0,0.0,0.0,0.0,
his,0.0,0.0,0.0,0.0,
historic façades,0.0,0.0,0.0,0.0,
hit,0.0,0.0,0.0,0.0,
holy,28.0,14.0,22.0,0.0,
home,0.0,0.0,0.0,0.0,
homicidal,0.0,0.0,0.0,0.0,
honoring,119.0,37.0,2.0,0.0,
host,0.0,0.0,0.0,0.0,
hot,40.0,1.0,0.0,0.0,
hour river,1.0,0.0,0.0,0.0,
how,0.0,0.0,0.0,0.0,
howard stern and beth,0.0,0.0,0.0,0.0,
however,0.0,0.0,0.0,0.0,
huge,0.0,0.0,0.0,0.0,
human,0.0,0.0,0.0,0.0,
hundreds of people,0.0,0.0,0.0,0.0,
hundreds,189.0,18.0,1.0,0.0,
hurt,12.0,1.0,4.0,0.0,
i replay,0.0,0.0,0.0,0.0,
i,0.0,0.0,0.0,0.0,
if,0.0,0.0,0.0,0.0,
imagine,0.0,0.0,0.0,0.0,
importance,0.0,0.0,0.0,0.0,
in,0.0,0.0,0.0,0.0,
included friends,0.0,0.0,0.0,0.0,
indirectly,0.0,0.0,0.0,0.0,
inside,13.0,6.0,6.0,0.0,
insider,0.0,0.0,0.0,0.0,
intensely lived,0.0,0.0,0.0,0.0,
international logistics,0.0,21.0,0.0,0.0,
international play,9.0,9.0,0.0,0.0,
international,4.0,39.0,9.0,0.0,
into,0.0,0.0,0.0,0.0,
involved anything,0.0,0.0,0.0,0.0,
iran nuclear,0.0,2.0,0.0,0.0,
iran,12.0,7.0,42.0,0.0,
is,0.0,0.0,0.0,0.0,
it doesn,14.0,4.0,0.0,0.0,
it,0.0,0.0,0.0,0.0,
its,0.0,0.0,0.0,0.0,
j.trump,1.0,0.0,0.0,0.0,
jennifer meyer,154.0,1.0,0.0,0.0,
jennifer,169.0,1.0,0.0,0.0,
jiggering,0.0,0.0,0.0,0.0,
john mccain,50.0,3.0,0.0,0.0,
john wick and many,0.0,0.0,0.0,0.0,
john,91.0,4.0,12.0,0.0,
joining,0.0,0.0,0.0,0.0,
jon stewart ended,0.0,0.0,0.0,0.0,
jon stewart,184.0,1.0,0.0,0.0,
just,0.0,0.0,0.0,0.0,
justin wanted,0.0,0.0,0.0,0.0,
key,0.0,0.0,0.0,0.0,
kingpin,0.0,0.0,0.0,0.0,
known,0.0,0.0,0.0,0.0,
kung,0.0,0.0,0.0,0.0,
kurt helin,5.0,0.0,0.0,0.0,
las vegas for a team,0.0,0.0,0.0,0.0,
las vegas,79.0,6.0,38.0,0.0,
las,10.0,3.0,52.0,0.0,
last year and admitting,0.0,0.0,0.0,0.0,
last year,228.0,15.0,0.0,0.0,
launched,35.0,4.0,0.0,0.0,
lawless,86.0,15.0,0.0,0.0,
lays,4.0,3.0,0.0,0.0,
lead,0.0,0.0,0.0,0.0,
leader,0.0,0.0,0.0,0.0,
leaders,0.0,0.0,0.0,0.0,
learned,0.0,0.0,0.0,0.0,
least,0.0,0.0,0.0,0.0,
lebron james,184.0,9.0,0.0,0.0,
left,15.0,7.0,5.0,0.0,
leftovers,333.0,27.0,0.0,0.0,
lent urgency,0.0,0.0,0.0,0.0,
lent,0.0,0.0,0.0,0.0,
level,0.0,0.0,0.0,0.0,
licensed to store,0.0,0.0,0.0,0.0,
life,0.0,0.0,0.0,0.0,
lifetime,0.0,0.0,0.0,0.0,
like,0.0,0.0,0.0,0.0,
linked in may,0.0,0.0,0.0,0.0,
lipped,0.0,0.0,0.0,0.0,
lisa kudrow,146.0,0.0,0.0,0.0,
list,0.0,0.0,0.0,0.0,
lived - in,0.0,0.0,0.0,0.0,
lives,0.0,0.0,0.0,0.0,
ll,0.0,0.0,0.0,0.0,
looks like he ’ s having,0.0,0.0,0.0,0.0,
loses its capacity,0.0,0.0,0.0,0.0,
lost gem,1.0,0.0,0.0,0.0,
lots,20.0,9.0,0.0,0.0,
love,23.0,3.0,22.0,0.0,
made,0.0,0.0,0.0,0.0,
magical,0.0,0.0,0.0,0.0,
main,0.0,0.0,0.0,0.0,
makes,0.0,0.0,0.0,0.0,
making,38.0,14.0,3.0,0.0,
man,0.0,0.0,0.0,0.0,
many churches,0.0,0.0,0.0,0.0,
many,0.0,0.0,0.0,0.0,
march,0.0,0.0,0.0,0.0,
married he will be wearing,0.0,0.0,0.0,0.0,
married man,140.0,5.0,0.0,0.0,
matt and the printed,0.0,0.0,0.0,0.0,
may,0.0,0.0,0.0,0.0,
mccarthy said of the israeli,0.0,0.0,0.0,0.0,
mccarthy,83.0,6.0,5.0,0.0,
mcshane,172.0,9.0,1.0,0.0,
me,0.0,0.0,0.0,0.0,
meal,13.0,3.0,0.0,0.0,
mean he ’ s a lock,0.0,0.0,0.0,0.0,
mean,28.0,2.0,18.0,0.0,
media,0.0,0.0,0.0,0.0,
meet,0.0,0.0,0.0,0.0,
members of congress,1.0,3.0,0.0,0.0,
memorable,143.0,76.0,10.0,0.0,
met,0.0,1.0,0.0,0.0,
meters,181.0,18.0,2.0,0.0,
mile,10.0,1.0,31.0,0.0,
million viewers,0.0,0.0,0.0,0.0,
minicamp,0.0,0.0,0.0,0.0,
minister benjamin,2.0,0.0,0.0,0.0,
minute,81.0,9.0,12.0,0.0,
miraculously,17.0,1.0,0.0,0.0,
more confident,5.0,0.0,0.0,0.0,
more lined,0.0,0.0,0.0,0.0,
more,0.0,0.0,0.0,0.0,
most,0.0,0.0,0.0,0.0,
move,0.0,0.0,0.0,0.0,
moved monday,0.0,0.0,0.0,0.0,
mr,15.0,0.0,0.0,0.0,
much,4.0,0.0,14.0,0.0,
museums offer,0.0,0.0,0.0,0.0,
museums,3.0,5.0,12.0,0.0,
my,0.0,0.0,0.0,0.0,
mysterious,0.0,0.0,0.0,0.0,
name –,0.0,0.0,0.0,0.0,
narrative territory,0.0,0.0,0.0,0.0,
narrative,0.0,0.0,0.0,0.0,
nba,80.0,38.0,7.0,0.0,
nbc,17.0,42.0,11.0,0.0,
necessarily,0.0,0.0,0.0,0.0,
neighbourhood,0.0,0.0,0.0,0.0,
network,0.0,0.0,0.0,0.0,
never had anything,0.0,0.0,0.0,0.0,
never loses,0.0,0.0,0.0,0.0,
never,20.0,17.0,4.0,0.0,
new,6.0,1.0,104.0,0.0,
news,0.0,0.0,0.0,0.0,
next,0.0,0.0,0.0,0.0,
night,16.0,1.0,3.0,0.0,
no,0.0,0.0,0.0,0.0,
nominated,0.0,0.0,0.0,0.0,
not,0.0,0.0,0.0,0.0,
notion that the crowded,0.0,0.0,0.0,0.0,
novels,0.0,0.0,0.0,0.0,
nuclear deal,0.0,1.0,0.0,0.0,
october 2008,0.0,1.0,0.0,0.0,
of,0.0,0.0,0.0,0.0,
off,0.0,0.0,0.0,0.0,
offer,66.0,2.0,4.0,0.0,
officials,0.0,0.0,0.0,0.0,
oft,0.0,0.0,0.0,0.0,
old james,12.0,1.0,5.0,0.0,
old,0.0,0.0,0.0,0.0,
olympics,0.0,0.0,0.0,0.0,
on,0.0,0.0,0.0,0.0,
one,25.0,22.0,11.0,0.0,
online,0.0,0.0,0.0,0.0,
only,0.0,0.0,0.0,0.0,
opened up,4.0,0.0,0.0,0.0,
opening,0.0,0.0,0.0,0.0,
option,0.0,0.0,0.0,0.0,
or,0.0,0.0,0.0,0.0,
original,0.0,0.0,0.0,0.0,
oscar,127.0,7.0,7.0,0.0,
ostrosky stern,1.0,0.0,0.0,0.0,
other,0.0,0.0,0.0,0.0,
others,0.0,0.0,0.0,0.0,
out concerns,0.0,0.0,0.0,0.0,
out,0.0,0.0,0.0,0.0,
over,19.0,3.0,4.0,0.0,
own,0.0,0.0,0.0,0.0,
packageseiffel,0.0,0.0,0.0,0.0,
paintings,0.0,0.0,0.0,0.0,
panda,40.0,7.0,83.0,0.0,
paris by combining,0.0,0.0,0.0,0.0,
paris packageseiffel,0.0,0.0,0.0,0.0,
paris ’ s appeal,0.0,0.0,0.0,0.0,
paris,15.0,23.0,89.0,0.0,
party,0.0,0.0,0.0,0.0,
pastor was seen,0.0,0.0,0.0,0.0,
pave,0.0,0.0,0.0,0.0,
people in june,0.0,0.0,0.0,0.0,
people in march,0.0,0.0,0.0,0.0,
people,32.0,13.0,3.0,0.0,
performers,0.0,0.0,0.0,0.0,
perhaps the true,0.0,0.0,0.0,0.0,
persuasive,71.0,13.0,0.0,0.0,
piazzas,0.0,0.0,0.0,0.0,
picture,0.0,0.0,0.0,0.0,
pilgrimages to the holy,0.0,0.0,0.0,0.0,
pirates of the caribbean,12.0,1.0,41.0,0.0,
place which lives,0.0,0.0,0.0,0.0,
plan,0.0,0.0,0.0,0.0,
plans,0.0,0.0,0.0,0.0,
play,0.0,0.0,0.0,0.0,
played in five,0.0,0.0,0.0,0.0,
played,160.0,0.0,0.0,0.0,
plus,7.0,9.0,5.0,0.0,
port,0.0,0.0,48.0,0.0,
post,10.0,3.0,11.0,0.0,
powers,28.0,1.0,19.0,0.0,
president,45.0,4.0,12.0,0.0,
presidential campaign,21.0,13.0,0.0,0.0,
presidential candidate barack,0.0,0.0,0.0,0.0,
pro,0.0,0.0,0.0,0.0,
probably move up,0.0,0.0,0.0,0.0,
product,0.0,0.0,0.0,0.0,
production,5.0,8.0,3.0,0.0,
pulsating,37.0,0.0,0.0,0.0,
put,0.0,0.0,0.0,0.0,
question,0.0,0.0,0.0,0.0,
quirky,0.0,0.0,0.0,0.0,
r.r. martin,6.0,0.0,0.0,0.0,
raised,202.0,10.0,3.0,0.0,
re,0.0,0.0,0.0,0.0,
reached 50,0.0,0.0,0.0,0.0,
rebuffed,0.0,0.0,0.0,0.0,
recent regular,0.0,0.0,0.0,0.0,
recent,0.0,0.0,0.0,0.0,
recognizable,14.0,0.0,0.0,0.0,
regular,49.0,16.0,2.0,0.0,
reject,0.0,0.0,0.0,0.0,
rejected,156.0,7.0,0.0,0.0,
relatively,45.0,4.0,0.0,0.0,
replay when i,0.0,0.0,0.0,0.0,
reported,0.0,0.0,0.0,0.0,
reports of a blaze,0.0,0.0,0.0,0.0,
reports,29.0,26.0,0.0,0.0,
reps,0.0,0.0,0.0,0.0,
republican members,0.0,0.0,0.0,0.0,
republican,0.0,0.0,0.0,0.0,
reputation for making,0.0,0.0,0.0,0.0,
reputation,0.0,0.0,0.0,0.0,
rescue,26.0,124.0,1.0,0.0,
research institutions,0.0,5.0,0.0,0.0,
responded,6.0,0.0,0.0,0.0,
restaurant followed,0.0,0.0,0.0,0.0,
restaurant,0.0,0.0,0.0,0.0,
return for 10,0.0,0.0,0.0,0.0,
return,0.0,0.0,0.0,0.0,
returns,0.0,0.0,0.0,0.0,
reveal any details,0.0,0.0,0.0,0.0,
reveal,0.0,0.0,0.0,0.0,
revealed,0.0,0.0,0.0,0.0,
ring,0.0,0.0,0.0,0.0,
river cruise,70.0,9.0,19.0,0.0,
role on the international,0.0,0.0,0.0,0.0,
role,3.0,3.0,81.0,0.0,
roles,105.0,0.0,2.0,0.0,
romantically,12.0,4.0,0.0,0.0,
rome,14.0,0.0,85.0,0.0,
room,4.0,3.0,1.0,0.0,
round of meet,0.0,0.0,0.0,0.0,
round,27.0,5.0,57.0,0.0,
ruihai,0.0,0.0,0.0,0.0,
run,0.0,0.0,0.0,0.0,
s,0.0,0.0,0.0,0.0,
said,0.0,0.0,0.0,0.0,
sand,0.0,0.0,0.0,0.0,
sandra bullock,222.0,4.0,0.0,0.0,
say,0.0,0.0,0.0,0.0,
saying,138.0,0.0,0.0,0.0,
says,0.0,0.0,0.0,0.0,
scene,24.0,4.0,4.0,0.0,
screen,0.0,0.0,0.0,0.0,
search function,0.0,0.0,0.0,0.0,
season,0.0,0.0,0.0,0.0,
seasons,0.0,0.0,0.0,0.0,
second,16.0,7.0,14.0,0.0,
security,0.0,0.0,0.0,0.0,
see,0.0,0.0,0.0,0.0,
seen him,7.0,1.0,0.0,0.0,
seen,31.0,18.0,10.0,0.0,
sen,0.0,0.0,0.0,0.0,
sensation,0.0,0.0,0.0,0.0,
sentence,207.0,5.0,0.0,0.0,
sept,0.0,0.0,0.0,0.0,
series,61.0,7.0,4.0,0.0,
setting,57.0,18.0,0.0,0.0,
setup,127.0,47.0,1.0,0.0,
seven,0.0,0.0,0.0,0.0,
